phase,card_id,repo_id,field,value_excerpt,judge_score,judge_reason,attr_confidence
M1: Structured Extraction,8,Haerim/en_child_mlm_42_english8192,is_gated,False,2,The augmented value 'False' for the 'is_gated' field is correct and directly supported by the source material as the model is not marked as private and no access restrictions are mentioned.,1.000
M1: Structured Extraction,8,Haerim/en_child_mlm_42_english8192,ai_model_framework,pytorch,2,"The augmented value 'pytorch' is correct and directly supported by the source material, which lists Pytorch 2.4.1 under the framework versions.",0.950
M1: Structured Extraction,8,Haerim/en_child_mlm_42_english8192,ai_model_version,1.0,0,The augmented value '1.0' for the 'ai_model_version' field is not supported or mentioned in the provided metadata or README content.,1.000
M1: Structured Extraction,8,Haerim/en_child_mlm_42_english8192,ai_model_description,More information needed,0,The augmented value 'More information needed' is generic and does not provide a specific one-sentence description of the AI model as required by the field description.,0.900
M1: Structured Extraction,8,Haerim/en_child_mlm_42_english8192,ai_model_owner,Haerim,2,The augmented value 'Haerim' is correct and directly supported by the source material as the model ID is 'Haerim/en_child_mlm_42_english8192'.,1.000
M1: Structured Extraction,8,Haerim/en_child_mlm_42_english8192,ai_model_location,https://huggingface.co/Haerim/en_child_mlm_42_english8192,2,"The augmented value is correct and directly supported by the source material, as the model's download URL is indeed https://huggingface.co/Haerim/en_child_mlm_42_english8192.",1.000
M1: Structured Extraction,9,dev-ahmedhany/whisper-large-v3-turbo-arabic-ft-ct2-int8,name,whisper-large-v3-turbo-arabic-ft-ct2-int8,2,The augmented value 'whisper-large-v3-turbo-arabic-ft-ct2-int8' is correct and directly supported by the model's name in the metadata and README content.,1.000
M1: Structured Extraction,9,dev-ahmedhany/whisper-large-v3-turbo-arabic-ft-ct2-int8,version,1.0,0,"The source material does not mention a version field or the value 1.0, making the augmented value unsupported.",1.000
M1: Structured Extraction,9,dev-ahmedhany/whisper-large-v3-turbo-arabic-ft-ct2-int8,short_description,CTranslate2 **int8** build of `openai/whisper-large-v3-turbo` fine-tuned with QL,2,The augmented value is correct and directly supported by the source material in the README excerpt.,0.900
M1: Structured Extraction,9,dev-ahmedhany/whisper-large-v3-turbo-arabic-ft-ct2-int8,full_description,CTranslate2 **int8** build of `openai/whisper-large-v3-turbo` fine-tuned with QL,2,The augmented value is correct and directly supported by the source material in the README excerpt.,0.900
M1: Structured Extraction,9,dev-ahmedhany/whisper-large-v3-turbo-arabic-ft-ct2-int8,keywords,"ctranslate2, whisper, faster-whisper, arabic, multi-dialect, quantized, int8, au",2,The augmented value is correct and directly supported by the source material in both the HuggingFace API metadata and the README excerpt.,0.900
M1: Structured Extraction,9,dev-ahmedhany/whisper-large-v3-turbo-arabic-ft-ct2-int8,author,dev-ahmedhany,2,The author field is correctly identified as 'dev-ahmedhany' from the model ID and is directly supported by the source material.,1.000
M1: Structured Extraction,9,dev-ahmedhany/whisper-large-v3-turbo-arabic-ft-ct2-int8,citation,"@misc{hany2026whisperarabic,   title        = {Production-Aware Fine-Tuning of W",1,The citation is acceptable but not directly supported by the source material provided.,0.900
M1: Structured Extraction,9,dev-ahmedhany/whisper-large-v3-turbo-arabic-ft-ct2-int8,input_type,Audio,2,"The input_type is correctly identified as Audio, as the model is an automatic speech recognition model explicitly mentioned in the metadata and README.",0.950
M1: Structured Extraction,9,dev-ahmedhany/whisper-large-v3-turbo-arabic-ft-ct2-int8,output_data,transcribed text,2,"The augmented value 'transcribed text' is correct and directly supported by the source material, as the model is described for automatic speech recognition tasks.",0.950
M1: Structured Extraction,9,dev-ahmedhany/whisper-large-v3-turbo-arabic-ft-ct2-int8,foundational_model,whisper-large-v3-turbo,2,The augmented value 'whisper-large-v3-turbo' is correct and directly supported by the source material in both the API metadata and the README excerpt.,0.900
M1: Structured Extraction,9,dev-ahmedhany/whisper-large-v3-turbo-arabic-ft-ct2-int8,category,classification,0,"The augmented value 'classification' is incorrect and contradicted by the source material, which indicates the model is for automatic speech recognition, not classification.",0.950
M1: Structured Extraction,9,dev-ahmedhany/whisper-large-v3-turbo-arabic-ft-ct2-int8,documentation,https://huggingface.co/dev-ahmedhany/whisper-large-v3-turbo-arabic-ft-ct2-int8,0,The augmented value is the model's own URL and does not point to an external documentation source as required by the field description.,1.000
M1: Structured Extraction,9,dev-ahmedhany/whisper-large-v3-turbo-arabic-ft-ct2-int8,is_private,False,2,The field 'is_private' is correctly set to False as the model's 'private' attribute in the metadata is False.,1.000
M1: Structured Extraction,9,dev-ahmedhany/whisper-large-v3-turbo-arabic-ft-ct2-int8,is_gated,False,2,The field is_gated is correctly inferred as False since the model is not private and no access restrictions are mentioned in the metadata or README.,1.000
M1: Structured Extraction,9,dev-ahmedhany/whisper-large-v3-turbo-arabic-ft-ct2-int8,ai_model_framework,other,1,"The model uses CTranslate2, which is not a primary ML framework like PyTorch or TensorFlow, but the categorization as 'other' is acceptable though not explicitly stated in the source.",0.600
M1: Structured Extraction,9,dev-ahmedhany/whisper-large-v3-turbo-arabic-ft-ct2-int8,ai_model_license,apache-2.0,2,The license identifier 'apache-2.0' is explicitly stated in both the HuggingFace API metadata and the README excerpt.,0.900
M1: Structured Extraction,9,dev-ahmedhany/whisper-large-v3-turbo-arabic-ft-ct2-int8,ai_model_model_type,dnn,0,"The augmented value 'dnn' is not supported by the source material, which does not specify the model type as a DNN.",0.950
M1: Structured Extraction,9,dev-ahmedhany/whisper-large-v3-turbo-arabic-ft-ct2-int8,ai_model_version,1.0,0,The source material does not mention a model version string or any indication of version 1.0.,1.000
M1: Structured Extraction,9,dev-ahmedhany/whisper-large-v3-turbo-arabic-ft-ct2-int8,ai_model_description,CTranslate2 **int8** build of `openai/whisper-large-v3-turbo` fine-tuned with QL,2,The augmented value is correct and directly supported by the source material in the README excerpt.,0.900
M1: Structured Extraction,9,dev-ahmedhany/whisper-large-v3-turbo-arabic-ft-ct2-int8,ai_model_owner,dev-ahmedhany,2,The model owner 'dev-ahmedhany' is directly supported by the model ID and source material.,1.000
M1: Structured Extraction,9,dev-ahmedhany/whisper-large-v3-turbo-arabic-ft-ct2-int8,ai_model_location,https://huggingface.co/dev-ahmedhany/whisper-large-v3-turbo-arabic-ft-ct2-int8,2,"The augmented value is correct and directly supported by the source material, as the model ID and HuggingFace URL match the provided information.",1.000
M1: Structured Extraction,10,tori29umai/rtdetrv4-x-manga109s,name,rtdetrv4-x-manga109s,2,The name 'rtdetrv4-x-manga109s' is correct and directly supported by the source material in both the HuggingFace API metadata and the README excerpt.,1.000
M1: Structured Extraction,10,tori29umai/rtdetrv4-x-manga109s,version,1.0,1,The version is acceptable but not explicitly mentioned in the source material.,1.000
M1: Structured Extraction,10,tori29umai/rtdetrv4-x-manga109s,short_description,**[日本語](#日本語) | [English](#english)**,0,"The augmented value is not a one-sentence summary of the model but rather a language toggle link, which is misleading and not a valid short description.",0.900
M1: Structured Extraction,10,tori29umai/rtdetrv4-x-manga109s,full_description,**[日本語](#日本語) | [English](#english)** 漫画ページから **コマ枠 (frame) / 人物 (body) / 台詞 (te,2,"The augmented value is correct and directly supported by the source material, describing the model's purpose and training details accurately.",0.900
M1: Structured Extraction,10,tori29umai/rtdetrv4-x-manga109s,keywords,"onnx, object-detection, manga, comic, rt-detr, rt-detrv4, d-fine, manga109, ja, ",2,The augmented value for 'keywords' is correct and directly supported by the source material in both the HuggingFace API metadata and the README excerpt.,0.900
M1: Structured Extraction,10,tori29umai/rtdetrv4-x-manga109s,author,tori29umai,2,The author 'tori29umai' is directly supported by the model ID in the HuggingFace API metadata.,1.000
M1: Structured Extraction,10,tori29umai/rtdetrv4-x-manga109s,citation,"@article{multimedia_aizawa_2020,     author={Kiyoharu Aizawa and Azuma Fujimoto ",2,"The citations provided are directly relevant to the Manga109 dataset, which is explicitly mentioned in the source material as the training data for the model.",0.900
M1: Structured Extraction,10,tori29umai/rtdetrv4-x-manga109s,input_data,https://huggingface.co/datasets/Manga109-s,2,"The augmented value correctly points to the Manga109-s dataset, which is directly mentioned in both the API metadata and the README excerpt.",0.900
